source,native,name,p_value,significant,term_size,query_size,intersection_size,intersection_genes
GO:BP,GO:0019319,hexose biosynthetic process,1.0,False,5,313,3,
GO:BP,GO:0019320,hexose catabolic process,1.0,False,2,313,2,
GO:BP,GO:0019336,phenol-containing compound catabolic process,1.0,False,1,313,1,
GO:BP,GO:0019362,pyridine nucleotide metabolic process,1.0,False,12,313,5,
GO:BP,GO:0019364,pyridine nucleotide catabolic process,1.0,False,11,313,4,
GO:BP,GO:0019369,arachidonate metabolic process,1.0,False,9,313,9,
GO:BP,GO:0019371,cyclooxygenase pathway,1.0,False,3,313,3,
GO:BP,GO:0019373,epoxygenase P450 pathway,1.0,False,5,313,5,
GO:BP,GO:0019377,glycolipid catabolic process,1.0,False,2,313,1,
GO:BP,GO:0019395,fatty acid oxidation,1.0,False,9,313,5,
GO:BP,GO:0019432,triglyceride biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0019433,triglyceride catabolic process,1.0,False,1,313,1,
GO:BP,GO:0019538,protein metabolic process,1.0,False,453,313,234,"IDA,IEA"
GO:BP,GO:0019614,catechol-containing compound catabolic process,1.0,False,1,313,1,
GO:BP,GO:0019627,urea metabolic process,1.0,False,2,313,1,
GO:BP,GO:0019080,viral gene expression,1.0,False,10,313,4,
GO:BP,GO:0019637,organophosphate metabolic process,1.0,False,46,313,25,
GO:BP,GO:0019659,glucose catabolic process to lactate,1.0,False,1,313,1,
GO:BP,GO:0019660,glycolytic fermentation,1.0,False,1,313,1,
GO:BP,GO:0021548,pons development,1.0,False,1,313,1,
GO:BP,GO:0019692,deoxyribose phosphate metabolic process,1.0,False,2,313,1,
GO:BP,GO:0019693,ribose phosphate metabolic process,1.0,False,21,313,9,
GO:BP,GO:0019722,calcium-mediated signaling,1.0,False,26,313,15,
GO:BP,GO:0019724,B cell mediated immunity,1.0,False,4,313,1,
GO:BP,GO:0019725,cellular homeostasis,1.0,False,54,313,37,
GO:BP,GO:0019740,nitrogen utilization,1.0,False,2,313,1,
GO:BP,GO:0019748,secondary metabolic process,1.0,False,5,313,4,
GO:BP,GO:0019751,polyol metabolic process,1.0,False,5,313,2,
GO:BP,GO:0019752,carboxylic acid metabolic process,1.0,False,45,313,23,
GO:BP,GO:0019827,stem cell population maintenance,1.0,False,12,313,3,
GO:BP,GO:0019856,pyrimidine nucleobase biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0019858,cytosine metabolic process,1.0,False,1,313,1,
GO:BP,GO:0019882,antigen processing and presentation,1.0,False,2,313,1,
GO:BP,GO:0021549,cerebellum development,1.0,False,9,313,5,
GO:BP,GO:0019896,axonal transport of mitochondrion,1.0,False,1,313,1,
GO:BP,GO:0019933,cAMP-mediated signaling,1.0,False,6,313,4,
GO:BP,GO:0019934,cGMP-mediated signaling,1.0,False,5,313,3,
GO:BP,GO:0019941,modification-dependent protein catabolic process,1.0,False,31,313,11,
GO:BP,GO:0019953,sexual reproduction,1.0,False,64,313,32,
GO:BP,GO:0019985,translesion synthesis,1.0,False,1,313,1,
GO:BP,GO:0020027,hemoglobin metabolic process,1.0,False,2,313,1,
GO:BP,GO:0021534,cell proliferation in hindbrain,1.0,False,2,313,1,
GO:BP,GO:0021535,cell migration in hindbrain,1.0,False,2,313,1,
GO:BP,GO:0021536,diencephalon development,1.0,False,7,313,2,
GO:BP,GO:0021537,telencephalon development,1.0,False,26,313,11,
GO:BP,GO:0021542,dentate gyrus development,1.0,False,3,313,1,
GO:BP,GO:0021543,pallium development,1.0,False,17,313,7,
GO:BP,GO:0021544,subpallium development,1.0,False,3,313,3,
GO:BP,GO:0021545,cranial nerve development,1.0,False,4,313,3,
GO:BP,GO:0019915,lipid storage,1.0,False,5,313,1,
GO:BP,GO:0021872,forebrain generation of neurons,1.0,False,7,313,6,
GO:BP,GO:0021551,central nervous system morphogenesis,1.0,False,1,313,1,
GO:BP,GO:0021869,forebrain ventricular zone progenitor cell division,1.0,False,2,313,2,
GO:BP,GO:0021756,striatum development,1.0,False,3,313,3,
GO:BP,GO:0021554,optic nerve development,1.0,False,2,313,1,
GO:BP,GO:0021575,hindbrain morphogenesis,1.0,False,5,313,3,
GO:BP,GO:0021587,cerebellum morphogenesis,1.0,False,5,313,3,
GO:BP,GO:0021602,cranial nerve morphogenesis,1.0,False,2,313,1,
GO:BP,GO:0021631,optic nerve morphogenesis,1.0,False,2,313,1,
GO:BP,GO:0021675,nerve development,1.0,False,6,313,4,
GO:BP,GO:0021680,cerebellar Purkinje cell layer development,1.0,False,1,313,1,
GO:BP,GO:0021692,cerebellar Purkinje cell layer morphogenesis,1.0,False,1,313,1,
GO:BP,GO:0021694,cerebellar Purkinje cell layer formation,1.0,False,1,313,1,
GO:BP,GO:0021695,cerebellar cortex development,1.0,False,4,313,2,
GO:BP,GO:0021696,cerebellar cortex morphogenesis,1.0,False,4,313,2,
GO:BP,GO:0021697,cerebellar cortex formation,1.0,False,3,313,2,
GO:BP,GO:0021700,developmental maturation,1.0,False,25,313,14,
GO:BP,GO:0021553,olfactory nerve development,1.0,False,1,313,1,
GO:BP,GO:0021747,cochlear nucleus development,1.0,False,1,313,1,
GO:BP,GO:0019661,glucose catabolic process to lactate via pyruvate,1.0,False,1,313,1,
GO:BP,GO:0021766,hippocampus development,1.0,False,12,313,4,
GO:BP,GO:0021769,orbitofrontal cortex development,1.0,False,3,313,3,
GO:BP,GO:0021772,olfactory bulb development,1.0,False,3,313,3,
GO:BP,GO:0021782,glial cell development,1.0,False,22,313,11,
GO:BP,GO:0021795,cerebral cortex cell migration,1.0,False,3,313,2,
GO:BP,GO:0021826,substrate-independent telencephalic tangential migration,1.0,False,2,313,2,
GO:BP,GO:0021830,interneuron migration from the subpallium to the cortex,1.0,False,2,313,2,
GO:BP,GO:0021843,substrate-independent telencephalic tangential interneuron migration,1.0,False,2,313,2,
GO:BP,GO:0021846,cell proliferation in forebrain,1.0,False,2,313,2,
GO:BP,GO:0021847,ventricular zone neuroblast division,1.0,False,2,313,2,
GO:BP,GO:0021853,cerebral cortex GABAergic interneuron migration,1.0,False,2,313,2,
GO:BP,GO:0021859,pyramidal neuron differentiation,1.0,False,3,313,2,
GO:BP,GO:0021860,pyramidal neuron development,1.0,False,2,313,1,
GO:BP,GO:0021761,limbic system development,1.0,False,16,313,7,
GO:BP,GO:0010544,negative regulation of platelet activation,1.0,False,3,313,1,
GO:BP,GO:0021879,forebrain neuron differentiation,1.0,False,6,313,5,
GO:BP,GO:0030900,forebrain development,1.0,False,40,313,18,
GO:BP,GO:0021885,forebrain cell migration,1.0,False,8,313,6,
GO:BP,GO:0021889,olfactory bulb interneuron differentiation,1.0,False,1,313,1,
GO:BP,GO:0021892,cerebral cortex GABAergic interneuron differentiation,1.0,False,2,313,2,
GO:BP,GO:0021894,cerebral cortex GABAergic interneuron development,1.0,False,2,313,2,
GO:BP,GO:0021895,cerebral cortex neuron differentiation,1.0,False,2,313,2,
GO:BP,GO:0021915,neural tube development,1.0,False,10,313,4,
GO:BP,GO:0021924,cell proliferation in external granule layer,1.0,False,2,313,1,
GO:BP,GO:0021930,cerebellar granule cell precursor proliferation,1.0,False,2,313,1,
GO:BP,GO:0021934,hindbrain tangential cell migration,1.0,False,2,313,1,
GO:BP,GO:0021936,regulation of cerebellar granule cell precursor proliferation,1.0,False,2,313,1,
GO:BP,GO:0021941,negative regulation of cerebellar granule cell precursor proliferation,1.0,False,1,313,1,
GO:BP,GO:0021952,central nervous system projection neuron axonogenesis,1.0,False,5,313,1,
GO:BP,GO:0021953,central nervous system neuron differentiation,1.0,False,20,313,9,
GO:BP,GO:0021954,central nervous system neuron development,1.0,False,12,313,4,
GO:BP,GO:0021955,central nervous system neuron axonogenesis,1.0,False,5,313,1,
GO:BP,GO:0021983,pituitary gland development,1.0,False,5,313,2,
GO:BP,GO:0021984,adenohypophysis development,1.0,False,3,313,2,
GO:BP,GO:0021987,cerebral cortex development,1.0,False,8,313,3,
GO:BP,GO:0021988,olfactory lobe development,1.0,False,3,313,3,
GO:BP,GO:0022008,neurogenesis,1.0,False,149,313,76,
GO:BP,GO:0022011,myelination in peripheral nervous system,1.0,False,3,313,1,
GO:BP,GO:0022028,tangential migration from the subventricular zone to the olfactory bulb,1.0,False,1,313,1,
GO:BP,GO:0022029,telencephalon cell migration,1.0,False,6,313,5,
GO:BP,GO:0022037,metencephalon development,1.0,False,10,313,6,
GO:BP,GO:0022400,regulation of opsin-mediated signaling pathway,1.0,False,3,313,1,
GO:BP,GO:0022401,negative adaptation of signaling pathway,1.0,False,2,313,2,
GO:BP,GO:0022402,cell cycle process,1.0,False,107,313,54,
GO:BP,GO:0022404,molting cycle process,1.0,False,10,313,4,
GO:BP,GO:0022405,hair cycle process,1.0,False,10,313,4,
GO:BP,GO:0022407,regulation of cell-cell adhesion,1.0,False,48,313,30,
GO:BP,GO:0022408,negative regulation of cell-cell adhesion,1.0,False,15,313,8,
GO:BP,GO:0022409,positive regulation of cell-cell adhesion,1.0,False,33,313,23,
GO:BP,GO:0022410,circadian sleep/wake cycle process,1.0,False,5,313,5,
GO:BP,GO:0022411,cellular component disassembly,1.0,False,34,313,18,
GO:BP,GO:0022412,cellular process involved in reproduction in multicellular organism,1.0,False,26,313,14,
GO:BP,GO:0022414,reproductive process,1.0,False,100,313,56,
GO:BP,GO:0022600,digestive system process,1.0,False,12,313,9,
GO:BP,GO:0022602,ovulation cycle process,1.0,False,6,313,5,
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,1.0,False,92,313,45,
GO:BP,GO:0022604,regulation of cell morphogenesis,1.0,False,23,313,11,
GO:BP,GO:0022605,mammalian oogenesis stage,1.0,False,2,313,2,
GO:BP,GO:0022607,cellular component assembly,1.0,False,168,313,89,
GO:BP,GO:0022612,gland morphogenesis,1.0,False,15,313,10,
GO:BP,GO:0022613,ribonucleoprotein complex biogenesis,1.0,False,12,313,8,
GO:BP,GO:0022616,DNA strand elongation,1.0,False,2,313,1,
GO:BP,GO:0022617,extracellular matrix disassembly,1.0,False,3,313,2,
GO:BP,GO:0022618,protein-RNA complex assembly,1.0,False,9,313,5,
GO:BP,GO:0030030,cell projection organization,1.0,False,132,313,66,
GO:BP,GO:0022900,electron transport chain,1.0,False,2,313,2,
GO:BP,GO:0022904,respiratory electron transport chain,1.0,False,2,313,2,
GO:BP,GO:0023019,signal transduction involved in regulation of gene expression,1.0,False,2,313,2,
GO:BP,GO:0023021,termination of signal transduction,1.0,False,2,313,1,
GO:BP,GO:0023051,regulation of signaling,1.0,False,322,313,177,IDA
GO:BP,GO:0023052,signaling,1.0,False,459,313,256,IDA
GO:BP,GO:0023056,positive regulation of signaling,1.0,False,213,313,121,IDA
GO:BP,GO:0023057,negative regulation of signaling,1.0,False,126,313,70,
GO:BP,GO:0023058,adaptation of signaling pathway,1.0,False,2,313,2,
GO:BP,GO:0023061,signal release,1.0,False,60,313,40,
GO:BP,GO:0030001,metal ion transport,1.0,False,50,313,36,
GO:BP,GO:0030002,intracellular monoatomic anion homeostasis,1.0,False,2,313,1,
GO:BP,GO:0030003,intracellular monoatomic cation homeostasis,1.0,False,29,313,21,
GO:BP,GO:0030010,establishment of cell polarity,1.0,False,17,313,6,
GO:BP,GO:0030029,actin filament-based process,1.0,False,66,313,39,
GO:BP,GO:0030031,cell projection assembly,1.0,False,37,313,17,
GO:BP,GO:0022898,regulation of transmembrane transporter activity,1.0,False,13,313,11,
GO:BP,GO:0030032,lamellipodium assembly,1.0,False,7,313,3,
GO:BP,GO:0030261,chromosome condensation,1.0,False,4,313,1,
GO:BP,GO:0030035,microspike assembly,1.0,False,1,313,1,
GO:BP,GO:0030036,actin cytoskeleton organization,1.0,False,61,313,34,
GO:BP,GO:0030038,contractile actin filament bundle assembly,1.0,False,17,313,10,
GO:BP,GO:0030041,actin filament polymerization,1.0,False,12,313,5,
GO:BP,GO:0030042,actin filament depolymerization,1.0,False,1,313,1,
GO:BP,GO:0030048,actin filament-based movement,1.0,False,7,313,6,
GO:BP,GO:0030049,muscle filament sliding,1.0,False,1,313,1,
GO:BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,1.0,False,8,313,5,
GO:BP,GO:0030072,peptide hormone secretion,1.0,False,32,313,21,
GO:BP,GO:0030073,insulin secretion,1.0,False,26,313,17,
GO:BP,GO:0030097,hemopoiesis,1.0,False,84,313,51,
GO:BP,GO:0030098,lymphocyte differentiation,1.0,False,44,313,25,
GO:BP,GO:0030099,myeloid cell differentiation,1.0,False,36,313,18,
GO:BP,GO:0030100,regulation of endocytosis,1.0,False,29,313,22,"IDA,IMP,IBA"
GO:BP,GO:0030101,natural killer cell activation,1.0,False,8,313,7,
GO:BP,GO:0030111,regulation of Wnt signaling pathway,1.0,False,29,313,13,
GO:BP,GO:0030148,sphingolipid biosynthetic process,1.0,False,8,313,5,
GO:BP,GO:0030149,sphingolipid catabolic process,1.0,False,2,313,1,
GO:BP,GO:0030154,cell differentiation,1.0,False,286,313,154,
GO:BP,GO:0030155,regulation of cell adhesion,1.0,False,83,313,50,
GO:BP,GO:0030162,regulation of proteolysis,1.0,False,44,313,17,
GO:BP,GO:0030163,protein catabolic process,1.0,False,52,313,21,
GO:BP,GO:0030166,proteoglycan biosynthetic process,1.0,False,2,313,1,
GO:BP,GO:0030168,platelet activation,1.0,False,25,313,15,
GO:BP,GO:0030177,positive regulation of Wnt signaling pathway,1.0,False,15,313,9,
GO:BP,GO:0030178,negative regulation of Wnt signaling pathway,1.0,False,14,313,4,
GO:BP,GO:0030182,neuron differentiation,1.0,False,123,313,61,
GO:BP,GO:0030183,B cell differentiation,1.0,False,20,313,12,
GO:BP,GO:0030193,regulation of blood coagulation,1.0,False,5,313,2,
GO:BP,GO:0030194,positive regulation of blood coagulation,1.0,False,1,313,1,
GO:BP,GO:0030195,negative regulation of blood coagulation,1.0,False,3,313,1,
GO:BP,GO:0030198,extracellular matrix organization,1.0,False,9,313,5,
GO:BP,GO:0030199,collagen fibril organization,1.0,False,2,313,1,
GO:BP,GO:0030216,keratinocyte differentiation,1.0,False,12,313,4,
GO:BP,GO:0030217,T cell differentiation,1.0,False,32,313,20,
GO:BP,GO:0030218,erythrocyte differentiation,1.0,False,13,313,9,
GO:BP,GO:0030219,megakaryocyte differentiation,1.0,False,2,313,1,
GO:BP,GO:0030220,platelet formation,1.0,False,1,313,1,
GO:BP,GO:0030222,eosinophil differentiation,1.0,False,2,313,1,
GO:BP,GO:0030224,monocyte differentiation,1.0,False,5,313,1,
GO:BP,GO:0030225,macrophage differentiation,1.0,False,8,313,5,
GO:BP,GO:0030238,male sex determination,1.0,False,4,313,2,
GO:BP,GO:0030239,myofibril assembly,1.0,False,4,313,4,
GO:BP,GO:0030242,autophagy of peroxisome,1.0,False,2,313,2,
GO:BP,GO:0030252,growth hormone secretion,1.0,False,4,313,3,
GO:BP,GO:0030258,lipid modification,1.0,False,14,313,9,
GO:BP,GO:0030259,lipid glycosylation,1.0,False,1,313,1,
GO:BP,GO:0030336,negative regulation of cell migration,1.0,False,30,313,11,
GO:BP,GO:0030278,regulation of ossification,1.0,False,15,313,10,
GO:BP,GO:0030279,negative regulation of ossification,1.0,False,2,313,1,
GO:BP,GO:0030282,bone mineralization,1.0,False,14,313,10,
GO:BP,GO:0030307,positive regulation of cell growth,1.0,False,17,313,9,
GO:BP,GO:0030308,negative regulation of cell growth,1.0,False,15,313,5,
GO:BP,GO:0030316,osteoclast differentiation,1.0,False,9,313,5,
GO:BP,GO:0030317,flagellated sperm motility,1.0,False,2,313,2,
GO:BP,GO:0030318,melanocyte differentiation,1.0,False,2,313,2,
GO:BP,GO:0030323,respiratory tube development,1.0,False,20,313,13,
GO:BP,GO:0030324,lung development,1.0,False,20,313,13,
GO:BP,GO:0030325,adrenal gland development,1.0,False,4,313,3,
GO:BP,GO:0030326,embryonic limb morphogenesis,1.0,False,7,313,3,
GO:BP,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",1.0,False,8,313,8,
GO:BP,GO:0030334,regulation of cell migration,1.0,False,117,313,60,
GO:BP,GO:0030335,positive regulation of cell migration,1.0,False,85,313,47,
GO:BP,GO:0030033,microvillus assembly,1.0,False,2,313,1,
GO:BP,GO:0030397,membrane disassembly,1.0,False,6,313,2,
GO:BP,GO:0030431,sleep,1.0,False,5,313,5,
GO:BP,GO:0030432,peristalsis,1.0,False,2,313,2,
GO:BP,GO:0030488,tRNA methylation,1.0,False,1,313,1,
GO:BP,GO:0030490,maturation of SSU-rRNA,1.0,False,3,313,3,
GO:BP,GO:0030500,regulation of bone mineralization,1.0,False,10,313,6,
GO:BP,GO:0030501,positive regulation of bone mineralization,1.0,False,7,313,4,
GO:BP,GO:0030509,BMP signaling pathway,1.0,False,12,313,6,
GO:BP,GO:0030510,regulation of BMP signaling pathway,1.0,False,5,313,3,
GO:BP,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,1.0,False,4,313,2,
GO:BP,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,1.0,False,5,313,1,
GO:BP,GO:0030513,positive regulation of BMP signaling pathway,1.0,False,2,313,1,
GO:BP,GO:0030514,negative regulation of BMP signaling pathway,1.0,False,3,313,2,
GO:BP,GO:0030516,regulation of axon extension,1.0,False,9,313,3,
GO:BP,GO:0030517,negative regulation of axon extension,1.0,False,3,313,1,
GO:BP,GO:0030518,nuclear receptor-mediated steroid hormone signaling pathway,1.0,False,18,313,11,
GO:BP,GO:0030520,estrogen receptor signaling pathway,1.0,False,6,313,4,
GO:BP,GO:0030522,intracellular receptor signaling pathway,1.0,False,48,313,24,
GO:BP,GO:0030811,regulation of nucleotide catabolic process,1.0,False,11,313,4,
GO:BP,GO:0030534,adult behavior,1.0,False,17,313,12,
GO:BP,GO:0030539,male genitalia development,1.0,False,2,313,1,
GO:BP,GO:0030540,female genitalia development,1.0,False,4,313,3,
GO:BP,GO:0030575,nuclear body organization,1.0,False,3,313,2,
GO:BP,GO:0030578,PML body organization,1.0,False,1,313,1,
GO:BP,GO:0030592,DNA ADP-ribosylation,1.0,False,3,313,3,
GO:BP,GO:0030593,neutrophil chemotaxis,1.0,False,7,313,2,
GO:BP,GO:0030595,leukocyte chemotaxis,1.0,False,18,313,8,
GO:BP,GO:0030641,regulation of cellular pH,1.0,False,5,313,3,
GO:BP,GO:0030644,intracellular chloride ion homeostasis,1.0,False,2,313,1,
GO:BP,GO:0030705,cytoskeleton-dependent intracellular transport,1.0,False,5,313,2,
GO:BP,GO:0030728,ovulation,1.0,False,1,313,1,
GO:BP,GO:0030808,regulation of nucleotide biosynthetic process,1.0,False,1,313,1,
GO:BP,GO:0030521,androgen receptor signaling pathway,1.0,False,5,313,2,
GO:BP,GO:0021884,forebrain neuron development,1.0,False,4,313,3,
GO:BP,GO:0030813,positive regulation of nucleotide catabolic process,1.0,False,6,313,4,
GO:BP,GO:0030833,regulation of actin filament polymerization,1.0,False,9,313,3,
GO:BP,GO:0030834,regulation of actin filament depolymerization,1.0,False,1,313,1,
GO:BP,GO:0030835,negative regulation of actin filament depolymerization,1.0,False,1,313,1,
GO:BP,GO:0030838,positive regulation of actin filament polymerization,1.0,False,5,313,2,
GO:BP,GO:0030845,phospholipase C-inhibiting G protein-coupled receptor signaling pathway,1.0,False,1,313,1,
GO:BP,GO:0030850,prostate gland development,1.0,False,4,313,2,
GO:BP,GO:0030851,granulocyte differentiation,1.0,False,2,313,1,
GO:BP,GO:0030855,epithelial cell differentiation,1.0,False,53,313,24,
GO:BP,GO:0030856,regulation of epithelial cell differentiation,1.0,False,12,313,1,
GO:BP,GO:0030858,positive regulation of epithelial cell differentiation,1.0,False,5,313,1,
GO:BP,GO:0030878,thyroid gland development,1.0,False,9,313,6,
GO:BP,GO:0030879,mammary gland development,1.0,False,20,313,13,
GO:BP,GO:0030888,regulation of B cell proliferation,1.0,False,8,313,3,
