drug,source,field,token_original,token_norm,feature
AZD6482,drug_sample,PUTATIVE_TARGET,PIK3CG,PIK3CG,rawtok_PIK3CG
AZD6482,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
AZD6482,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
JNK-9L,drug_sample,PUTATIVE_TARGET,JNK2,JNK2,rawtok_JNK2
JNK-9L,drug_sample,PUTATIVE_TARGET,JNK3,JNK3,rawtok_JNK3
JNK-9L,drug_sample,PATHWAY_NAME,JNK and p38 signaling,JNK AND P38 SIGNALING,rawtok_JNK_AND_P38_SIGNALING
PF-562271,drug_sample,PUTATIVE_TARGET,FAK,FAK,rawtok_FAK
PF-562271,drug_sample,PUTATIVE_TARGET,FAK2,FAK2,rawtok_FAK2
PF-562271,drug_sample,PUTATIVE_TARGET,PTK2,PTK2,rawtok_PTK2
PF-562271,drug_sample,PUTATIVE_TARGET,PTK2B,PTK2B,rawtok_PTK2B
PF-562271,drug_sample,PATHWAY_NAME,Cytoskeleton,CYTOSKELETON,rawtok_CYTOSKELETON
HG6-64-1,drug_sample,PUTATIVE_TARGET,BRAF,BRAF,rawtok_BRAF
HG6-64-1,drug_sample,PATHWAY_NAME,ERK MAPK signaling,ERK MAPK SIGNALING,rawtok_ERK_MAPK_SIGNALING
JQ1,drug_sample,PUTATIVE_TARGET,BRD2,BRD2,rawtok_BRD2
JQ1,drug_sample,PUTATIVE_TARGET,BRD3,BRD3,rawtok_BRD3
JQ1,drug_sample,PUTATIVE_TARGET,BRD4,BRD4,rawtok_BRD4
JQ1,drug_sample,PUTATIVE_TARGET,BRDT,BRDT,rawtok_BRDT
JQ1,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN OTHER,rawtok_CHROMATIN_OTHER
JQ12,drug_sample,PUTATIVE_TARGET,HDAC1,HDAC1,rawtok_HDAC1
JQ12,drug_sample,PUTATIVE_TARGET,HDAC2,HDAC2,rawtok_HDAC2
JQ12,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN HISTONE ACETYLATION,rawtok_CHROMATIN_HISTONE_ACETYLATION
DMOG,drug_sample,PUTATIVE_TARGET,HIF-PH,HIF-PH,rawtok_HIF_PH
DMOG,drug_sample,PATHWAY_NAME,Metabolism,METABOLISM,rawtok_METABOLISM
FTI-277,drug_sample,PUTATIVE_TARGET,Farnesyl-transferase (FNTA),FARNESYL-TRANSFERASE (FNTA),rawtok_FARNESYL_TRANSFERASE_FNTA
OSU-03012,drug_sample,PUTATIVE_TARGET,PDK1 (PDPK1),PDK1 (PDPK1),rawtok_PDK1_PDPK1
OSU-03012,drug_sample,PATHWAY_NAME,Metabolism,METABOLISM,rawtok_METABOLISM
SHIKONIN,drug_sample,PUTATIVE_TARGET,not defined,NOT DEFINED,rawtok_NOT_DEFINED
AKT INHIBITOR VIII,drug_sample,PUTATIVE_TARGET,AKT1,AKT1,rawtok_AKT1
AKT INHIBITOR VIII,drug_sample,PUTATIVE_TARGET,AKT2,AKT2,rawtok_AKT2
AKT INHIBITOR VIII,drug_sample,PUTATIVE_TARGET,AKT3,AKT3,rawtok_AKT3
AKT INHIBITOR VIII,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
AKT INHIBITOR VIII,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
EMBELIN,drug_sample,PUTATIVE_TARGET,XIAP,XIAP,rawtok_XIAP
EMBELIN,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS REGULATION,rawtok_APOPTOSIS_REGULATION
FH535,drug_sample,PUTATIVE_TARGET,PPARdelta,PPARDELTA,rawtok_PPARDELTA
FH535,drug_sample,PUTATIVE_TARGET,PPARgamma,PPARGAMMA,rawtok_PPARGAMMA
PAC-1,drug_sample,PUTATIVE_TARGET,CASP3,CASP3,rawtok_CASP3
PAC-1,drug_sample,PUTATIVE_TARGET,Procaspase-3,PROCASPASE-3,rawtok_PROCASPASE_3
PAC-1,drug_sample,PUTATIVE_TARGET,Procaspase-7,PROCASPASE-7,rawtok_PROCASPASE_7
PAC-1,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS REGULATION,rawtok_APOPTOSIS_REGULATION
IPA-3,drug_sample,PUTATIVE_TARGET,PAK1,PAK1,rawtok_PAK1
IPA-3,drug_sample,PATHWAY_NAME,Cytoskeleton,CYTOSKELETON,rawtok_CYTOSKELETON
GSK650394,drug_sample,PUTATIVE_TARGET,SGK1,SGK1,rawtok_SGK1
GSK650394,drug_sample,PUTATIVE_TARGET,SGK2,SGK2,rawtok_SGK2
GSK650394,drug_sample,PUTATIVE_TARGET,SGK3,SGK3,rawtok_SGK3
GSK650394,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
BAY-61-3606,drug_sample,PUTATIVE_TARGET,SYK,SYK,rawtok_SYK
BAY-61-3606,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
5-FLUOROURACIL,drug_sample,PUTATIVE_TARGET,Antimetabolite (DNA & RNA),ANTIMETABOLITE (DNA & RNA),rawtok_ANTIMETABOLITE_DNA_RNA
5-FLUOROURACIL,drug_sample,PUTATIVE_TARGET,DPYD,DPYD,rawtok_DPYD
5-FLUOROURACIL,drug_sample,PUTATIVE_TARGET,TYMS,TYMS,rawtok_TYMS
THAPSIGARGIN,drug_sample,PUTATIVE_TARGET,SERCA,SERCA,rawtok_SERCA
OBATOCLAX MESYLATE,drug_sample,PUTATIVE_TARGET,BCL-W,BCL-W,rawtok_BCL_W
OBATOCLAX MESYLATE,drug_sample,PUTATIVE_TARGET,BCL-XL,BCL-XL,rawtok_BCL_XL
OBATOCLAX MESYLATE,drug_sample,PUTATIVE_TARGET,BCL2,BCL2,rawtok_BCL2
OBATOCLAX MESYLATE,drug_sample,PUTATIVE_TARGET,MCL1,MCL1,rawtok_MCL1
OBATOCLAX MESYLATE,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS REGULATION,rawtok_APOPTOSIS_REGULATION
BMS-754807,drug_sample,PUTATIVE_TARGET,AKT1,AKT1,rawtok_AKT1
BMS-754807,drug_sample,PUTATIVE_TARGET,IGF1R,IGF1R,rawtok_IGF1R
BMS-754807,drug_sample,PUTATIVE_TARGET,IR,IR,rawtok_IR
BMS-754807,drug_sample,PATHWAY_NAME,IGF1R signaling,IGF1R SIGNALING,rawtok_IGF1R_SIGNALING
BMS-754807,drug_sample,PATHWAY_NAME,RTK signaling,RTK SIGNALING,rawtok_RTK_SIGNALING
LINSITINIB,drug_sample,PUTATIVE_TARGET,IGF1R,IGF1R,rawtok_IGF1R
LINSITINIB,drug_sample,PUTATIVE_TARGET,INSR,INSR,rawtok_INSR
LINSITINIB,drug_sample,PUTATIVE_TARGET,INSRR,INSRR,rawtok_INSRR
LINSITINIB,drug_sample,PATHWAY_NAME,IGF1R signaling,IGF1R SIGNALING,rawtok_IGF1R_SIGNALING
BEXAROTENE,drug_sample,PUTATIVE_TARGET,RXRA,RXRA,rawtok_RXRA
BEXAROTENE,drug_sample,PUTATIVE_TARGET,RXRB,RXRB,rawtok_RXRB
BEXAROTENE,drug_sample,PUTATIVE_TARGET,RXRG,RXRG,rawtok_RXRG
BEXAROTENE,drug_sample,PUTATIVE_TARGET,Retinioic X receptor (RXR) agonist,RETINIOIC X RECEPTOR (RXR) AGONIST,rawtok_RETINIOIC_X_RECEPTOR_RXR_AGONIST
BLEOMYCIN,drug_sample,PUTATIVE_TARGET,dsDNA break induction,DSDNA BREAK INDUCTION,rawtok_DSDNA_BREAK_INDUCTION
BLEOMYCIN,drug_sample,PATHWAY_NAME,DNA replication,DNA REPLICATION,rawtok_DNA_REPLICATION
LFM-A13,drug_sample,PUTATIVE_TARGET,BTK,BTK,rawtok_BTK
LFM-A13,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
GW-2580,drug_sample,PUTATIVE_TARGET,CSF1R,CSF1R,rawtok_CSF1R
GW-2580,drug_sample,PATHWAY_NAME,RTK signaling,RTK SIGNALING,rawtok_RTK_SIGNALING
LUMINESPIB,drug_sample,PUTATIVE_TARGET,HSP90,HSP90,rawtok_HSP90
LUMINESPIB,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEIN STABILITY AND DEGRADATION,rawtok_PROTEIN_STABILITY_AND_DEGRADATION
PHENFORMIN,drug_sample,PUTATIVE_TARGET,Biguanide agent,BIGUANIDE AGENT,rawtok_BIGUANIDE_AGENT
BRYOSTATIN 1,drug_sample,PUTATIVE_TARGET,PKC,PKC,rawtok_PKC
PAZOPANIB,drug_sample,PUTATIVE_TARGET,CSF1R,CSF1R,rawtok_CSF1R
PAZOPANIB,drug_sample,PUTATIVE_TARGET,FGF1,FGF1,rawtok_FGF1
PAZOPANIB,drug_sample,PUTATIVE_TARGET,FGFR1,FGFR1,rawtok_FGFR1
PAZOPANIB,drug_sample,PUTATIVE_TARGET,FGFR3,FGFR3,rawtok_FGFR3
PAZOPANIB,drug_sample,PUTATIVE_TARGET,FLT1,FLT1,rawtok_FLT1
PAZOPANIB,drug_sample,PUTATIVE_TARGET,FLT4,FLT4,rawtok_FLT4
PAZOPANIB,drug_sample,PUTATIVE_TARGET,ITK,ITK,rawtok_ITK
PAZOPANIB,drug_sample,PUTATIVE_TARGET,KDR,KDR,rawtok_KDR
PAZOPANIB,drug_sample,PUTATIVE_TARGET,KIT,KIT,rawtok_KIT
PAZOPANIB,drug_sample,PUTATIVE_TARGET,PDGFRA,PDGFRA,rawtok_PDGFRA
PAZOPANIB,drug_sample,PUTATIVE_TARGET,PDGFRB,PDGFRB,rawtok_PDGFRB
PAZOPANIB,drug_sample,PUTATIVE_TARGET,SH2B3,SH2B3,rawtok_SH2B3
PAZOPANIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK SIGNALING,rawtok_RTK_SIGNALING
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC1,HDAC1,rawtok_HDAC1
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC2,HDAC2,rawtok_HDAC2
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC3,HDAC3,rawtok_HDAC3
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC4,HDAC4,rawtok_HDAC4
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC5,HDAC5,rawtok_HDAC5
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC6,HDAC6,rawtok_HDAC6
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC7,HDAC7,rawtok_HDAC7
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC8,HDAC8,rawtok_HDAC8
DACINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC9,HDAC9,rawtok_HDAC9
DACINOSTAT,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN HISTONE ACETYLATION,rawtok_CHROMATIN_HISTONE_ACETYLATION
EPOTHILONE B,drug_sample,PUTATIVE_TARGET,Microtubule stabiliser,MICROTUBULE STABILISER,rawtok_MICROTUBULE_STABILISER
EPOTHILONE B,drug_sample,PATHWAY_NAME,Mitosis,MITOSIS,rawtok_MITOSIS
GSK1904529A,drug_sample,PUTATIVE_TARGET,IGF1R,IGF1R,rawtok_IGF1R
GSK1904529A,drug_sample,PUTATIVE_TARGET,INSR,INSR,rawtok_INSR
GSK1904529A,drug_sample,PUTATIVE_TARGET,IR,IR,rawtok_IR
GSK1904529A,drug_sample,PATHWAY_NAME,IGF1R signaling,IGF1R SIGNALING,rawtok_IGF1R_SIGNALING
GSK1904529A,drug_sample,PATHWAY_NAME,RTK signaling,RTK SIGNALING,rawtok_RTK_SIGNALING
BMS-345541,drug_sample,PUTATIVE_TARGET,CHUK,CHUK,rawtok_CHUK
BMS-345541,drug_sample,PUTATIVE_TARGET,IKBKB,IKBKB,rawtok_IKBKB
BMS-345541,drug_sample,PUTATIVE_TARGET,IKK-1,IKK-1,rawtok_IKK_1
BMS-345541,drug_sample,PUTATIVE_TARGET,IKK-2,IKK-2,rawtok_IKK_2
BMS-345541,drug_sample,PUTATIVE_TARGET,IKK1,IKK1,rawtok_IKK1
BMS-345541,drug_sample,PUTATIVE_TARGET,IKK2,IKK2,rawtok_IKK2
BMS-345541,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
TIPIFARNIB,drug_sample,PUTATIVE_TARGET,FNTA,FNTA,rawtok_FNTA
TIPIFARNIB,drug_sample,PUTATIVE_TARGET,FNTB,FNTB,rawtok_FNTB
TIPIFARNIB,drug_sample,PUTATIVE_TARGET,Farnesyl-transferase (FNTA),FARNESYL-TRANSFERASE (FNTA),rawtok_FARNESYL_TRANSFERASE_FNTA
AVAGACESTAT,drug_sample,PUTATIVE_TARGET,Amyloid beta20,AMYLOID BETA20,rawtok_AMYLOID_BETA20
AVAGACESTAT,drug_sample,PUTATIVE_TARGET,Amyloid beta40,AMYLOID BETA40,rawtok_AMYLOID_BETA40
RUXOLITINIB,drug_sample,PUTATIVE_TARGET,JAK1,JAK1,rawtok_JAK1
RUXOLITINIB,drug_sample,PUTATIVE_TARGET,JAK2,JAK2,rawtok_JAK2
RUXOLITINIB,drug_sample,PUTATIVE_TARGET,JAK3,JAK3,rawtok_JAK3
RUXOLITINIB,drug_sample,PUTATIVE_TARGET,TYK2,TYK2,rawtok_TYK2
RUXOLITINIB,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
AS601245,drug_sample,PUTATIVE_TARGET,JNK1,JNK1,rawtok_JNK1
AS601245,drug_sample,PUTATIVE_TARGET,JNK2,JNK2,rawtok_JNK2
AS601245,drug_sample,PATHWAY_NAME,JNK and p38 signaling,JNK AND P38 SIGNALING,rawtok_JNK_AND_P38_SIGNALING
ISPINESIB MESYLATE,drug_sample,PUTATIVE_TARGET,KSP,KSP,rawtok_KSP
ISPINESIB MESYLATE,drug_sample,PATHWAY_NAME,Mitosis,MITOSIS,rawtok_MITOSIS
TL-2-105,drug_sample,PUTATIVE_TARGET,not defined,NOT DEFINED,rawtok_NOT_DEFINED
AT-7519,drug_sample,PUTATIVE_TARGET,CDK1,CDK1,rawtok_CDK1
AT-7519,drug_sample,PUTATIVE_TARGET,CDK2,CDK2,rawtok_CDK2
AT-7519,drug_sample,PUTATIVE_TARGET,CDK4,CDK4,rawtok_CDK4
AT-7519,drug_sample,PUTATIVE_TARGET,CDK5,CDK5,rawtok_CDK5
AT-7519,drug_sample,PUTATIVE_TARGET,CDK6,CDK6,rawtok_CDK6
AT-7519,drug_sample,PUTATIVE_TARGET,CDK9,CDK9,rawtok_CDK9
AT-7519,drug_sample,PATHWAY_NAME,Cell cycle,CELL CYCLE,rawtok_CELL_CYCLE
TAK-715,drug_sample,PUTATIVE_TARGET,MAPK14,MAPK14,rawtok_MAPK14
TAK-715,drug_sample,PUTATIVE_TARGET,p38alpha,P38ALPHA,rawtok_P38ALPHA
TAK-715,drug_sample,PUTATIVE_TARGET,p38beta,P38BETA,rawtok_P38BETA
TAK-715,drug_sample,PATHWAY_NAME,JNK and p38 signaling,JNK AND P38 SIGNALING,rawtok_JNK_AND_P38_SIGNALING
BX-912,drug_sample,PUTATIVE_TARGET,CDK2,CDK2,rawtok_CDK2
BX-912,drug_sample,PUTATIVE_TARGET,CHEK1,CHEK1,rawtok_CHEK1
BX-912,drug_sample,PUTATIVE_TARGET,GSK3B,GSK3B,rawtok_GSK3B
BX-912,drug_sample,PUTATIVE_TARGET,KDR,KDR,rawtok_KDR
BX-912,drug_sample,PUTATIVE_TARGET,PDK1,PDK1,rawtok_PDK1
BX-912,drug_sample,PUTATIVE_TARGET,PDK1 (PDPK1),PDK1 (PDPK1),rawtok_PDK1_PDPK1
BX-912,drug_sample,PUTATIVE_TARGET,PDPK1,PDPK1,rawtok_PDPK1
BX-912,drug_sample,PATHWAY_NAME,Metabolism,METABOLISM,rawtok_METABOLISM
ZSTK474,drug_sample,PUTATIVE_TARGET,PI3K (class 1),PI3K (CLASS 1),rawtok_PI3K_CLASS_1
ZSTK474,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
ZSTK474,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
AS605240,drug_sample,PUTATIVE_TARGET,PI3Kgamma,PI3KGAMMA,rawtok_PI3KGAMMA
AS605240,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
AS605240,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
GENENTECH CPD 10,drug_sample,PUTATIVE_TARGET,AURKA,AURKA,rawtok_AURKA
GENENTECH CPD 10,drug_sample,PUTATIVE_TARGET,AURKB,AURKB,rawtok_AURKB
GENENTECH CPD 10,drug_sample,PATHWAY_NAME,Mitosis,MITOSIS,rawtok_MITOSIS
GSK1070916,drug_sample,PUTATIVE_TARGET,AURKA,AURKA,rawtok_AURKA
GSK1070916,drug_sample,PUTATIVE_TARGET,AURKB,AURKB,rawtok_AURKB
GSK1070916,drug_sample,PUTATIVE_TARGET,AURKC,AURKC,rawtok_AURKC
GSK1070916,drug_sample,PUTATIVE_TARGET,CYP2D6,CYP2D6,rawtok_CYP2D6
GSK1070916,drug_sample,PUTATIVE_TARGET,CYP3A4,CYP3A4,rawtok_CYP3A4
GSK1070916,drug_sample,PATHWAY_NAME,Mitosis,MITOSIS,rawtok_MITOSIS
ENZASTAURIN,drug_sample,PUTATIVE_TARGET,PKCB,PKCB,rawtok_PKCB
ENZASTAURIN,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
GSK429286A,drug_sample,PUTATIVE_TARGET,ROCK1,ROCK1,rawtok_ROCK1
GSK429286A,drug_sample,PUTATIVE_TARGET,ROCK2,ROCK2,rawtok_ROCK2
GSK429286A,drug_sample,PATHWAY_NAME,Cytoskeleton,CYTOSKELETON,rawtok_CYTOSKELETON
FMK,drug_sample,PUTATIVE_TARGET,RSK,RSK,rawtok_RSK
FMK,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
QL-XII-47,drug_sample,PUTATIVE_TARGET,BMX,BMX,rawtok_BMX
QL-XII-47,drug_sample,PUTATIVE_TARGET,BTK,BTK,rawtok_BTK
QL-XII-47,drug_sample,PUTATIVE_TARGET,IRAK1,IRAK1,rawtok_IRAK1
QL-XII-47,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
IC-87114,drug_sample,PUTATIVE_TARGET,PI3Kdelta,PI3KDELTA,rawtok_PI3KDELTA
IC-87114,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
IC-87114,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
IDELALISIB,drug_sample,PUTATIVE_TARGET,PI3Kdelta,PI3KDELTA,rawtok_PI3KDELTA
IDELALISIB,drug_sample,PUTATIVE_TARGET,PIK3CA,PIK3CA,rawtok_PIK3CA
IDELALISIB,drug_sample,PUTATIVE_TARGET,PIK3CB,PIK3CB,rawtok_PIK3CB
IDELALISIB,drug_sample,PUTATIVE_TARGET,PIK3CD,PIK3CD,rawtok_PIK3CD
IDELALISIB,drug_sample,PUTATIVE_TARGET,PIK3CG,PIK3CG,rawtok_PIK3CG
IDELALISIB,drug_sample,PATHWAY_NAME,MTOR signaling,MTOR SIGNALING,rawtok_MTOR_SIGNALING
IDELALISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K,rawtok_PI3K
UNC0638,drug_sample,PUTATIVE_TARGET,G9A,G9A,rawtok_G9A
UNC0638,drug_sample,PUTATIVE_TARGET,G9a and GLP methyltransferases,G9A AND GLP METHYLTRANSFERASES,rawtok_G9A_AND_GLP_METHYLTRANSFERASES
UNC0638,drug_sample,PUTATIVE_TARGET,GLP,GLP,rawtok_GLP
UNC0638,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN HISTONE METHYLATION,rawtok_CHROMATIN_HISTONE_METHYLATION
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,AXL,AXL,rawtok_AXL
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,FLT1,FLT1,rawtok_FLT1
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,FLT3,FLT3,rawtok_FLT3
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,FLT4,FLT4,rawtok_FLT4
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,KDR,KDR,rawtok_KDR
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,KIT,KIT,rawtok_KIT
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,MET,MET,rawtok_MET
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,RET,RET,rawtok_RET
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,TIE2,TIE2,rawtok_TIE2
CABOZANTINIB,drug_sample,PUTATIVE_TARGET,VEGFR,VEGFR,rawtok_VEGFR
CABOZANTINIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK SIGNALING,rawtok_RTK_SIGNALING
WZ3105,drug_sample,PUTATIVE_TARGET,FLT3,FLT3,rawtok_FLT3
WZ3105,drug_sample,PUTATIVE_TARGET,IRAK1,IRAK1,rawtok_IRAK1
WZ3105,drug_sample,PUTATIVE_TARGET,NTRK2,NTRK2,rawtok_NTRK2
WZ3105,drug_sample,PUTATIVE_TARGET,ROCK2,ROCK2,rawtok_ROCK2
WZ3105,drug_sample,PUTATIVE_TARGET,SRC,SRC,rawtok_SRC
WZ3105,drug_sample,PUTATIVE_TARGET,others,OTHERS,rawtok_OTHERS
XMD14-99,drug_sample,PUTATIVE_TARGET,ALK,ALK,rawtok_ALK
XMD14-99,drug_sample,PUTATIVE_TARGET,CDK7,CDK7,rawtok_CDK7
XMD14-99,drug_sample,PUTATIVE_TARGET,LTK,LTK,rawtok_LTK
XMD14-99,drug_sample,PUTATIVE_TARGET,others,OTHERS,rawtok_OTHERS
XMD14-99,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
QUIZARTINIB,drug_sample,PUTATIVE_TARGET,CSF1R,CSF1R,rawtok_CSF1R
QUIZARTINIB,drug_sample,PUTATIVE_TARGET,FLT3,FLT3,rawtok_FLT3
QUIZARTINIB,drug_sample,PUTATIVE_TARGET,KIT,KIT,rawtok_KIT
QUIZARTINIB,drug_sample,PUTATIVE_TARGET,PDGFRA,PDGFRA,rawtok_PDGFRA
QUIZARTINIB,drug_sample,PUTATIVE_TARGET,PDGFRB,PDGFRB,rawtok_PDGFRB
QUIZARTINIB,drug_sample,PUTATIVE_TARGET,RET,RET,rawtok_RET
QUIZARTINIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK SIGNALING,rawtok_RTK_SIGNALING
CP724714,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB2,rawtok_ERBB2
CP724714,drug_sample,PATHWAY_NAME,EGFR signaling,EGFR SIGNALING,rawtok_EGFR_SIGNALING
JW-7-24-1,drug_sample,PUTATIVE_TARGET,LCK,LCK,rawtok_LCK
JW-7-24-1,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
NPK76-II-72-1,drug_sample,PUTATIVE_TARGET,PLK3,PLK3,rawtok_PLK3
NPK76-II-72-1,drug_sample,PATHWAY_NAME,Cell cycle,CELL CYCLE,rawtok_CELL_CYCLE
STF-62247,drug_sample,PUTATIVE_TARGET,Autophagy inducer,AUTOPHAGY INDUCER,rawtok_AUTOPHAGY_INDUCER
NG-25,drug_sample,PUTATIVE_TARGET,M4K2,M4K2,rawtok_M4K2
NG-25,drug_sample,PUTATIVE_TARGET,TAK1,TAK1,rawtok_TAK1
NG-25,drug_sample,PATHWAY_NAME,Unclassified,UNCLASSIFIED,rawtok_UNCLASSIFIED
NG-25,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
TL-1-85,drug_sample,PUTATIVE_TARGET,MAP4K2,MAP4K2,rawtok_MAP4K2
TL-1-85,drug_sample,PUTATIVE_TARGET,TAK1,TAK1,rawtok_TAK1
TL-1-85,drug_sample,PATHWAY_NAME,kinases,KINASES,rawtok_KINASES
VX-11E,drug_sample,PUTATIVE_TARGET,ERK2,ERK2,rawtok_ERK2
VX-11E,drug_sample,PATHWAY_NAME,ERK MAPK signaling,ERK MAPK SIGNALING,rawtok_ERK_MAPK_SIGNALING
FR-180204,drug_sample,PUTATIVE_TARGET,ERK1,ERK1,rawtok_ERK1
FR-180204,drug_sample,PUTATIVE_TARGET,ERK2,ERK2,rawtok_ERK2
FR-180204,drug_sample,PATHWAY_NAME,ERK MAPK signaling,ERK MAPK SIGNALING,rawtok_ERK_MAPK_SIGNALING
ACY-1215,drug_sample,PUTATIVE_TARGET,HDAC1,HDAC1,rawtok_HDAC1
ACY-1215,drug_sample,PUTATIVE_TARGET,HDAC2,HDAC2,rawtok_HDAC2
ACY-1215,drug_sample,PUTATIVE_TARGET,HDAC3,HDAC3,rawtok_HDAC3
ACY-1215,drug_sample,PUTATIVE_TARGET,HDAC6,HDAC6,rawtok_HDAC6
ACY-1215,drug_sample,PUTATIVE_TARGET,HDAC8,HDAC8,rawtok_HDAC8
ACY-1215,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN HISTONE ACETYLATION,rawtok_CHROMATIN_HISTONE_ACETYLATION
TUBASTATIN A,drug_sample,PUTATIVE_TARGET,HDAC1,HDAC1,rawtok_HDAC1
TUBASTATIN A,drug_sample,PUTATIVE_TARGET,HDAC6,HDAC6,rawtok_HDAC6
TUBASTATIN A,drug_sample,PUTATIVE_TARGET,HDAC8,HDAC8,rawtok_HDAC8
TUBASTATIN A,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN HISTONE ACETYLATION,rawtok_CHROMATIN_HISTONE_ACETYLATION
ZIBOTENTAN,drug_sample,PUTATIVE_TARGET,EDNRA,EDNRA,rawtok_EDNRA
ZIBOTENTAN,drug_sample,PUTATIVE_TARGET,Endothelin-1 receptor (EDNRA),ENDOTHELIN-1 RECEPTOR (EDNRA),rawtok_ENDOTHELIN_1_RECEPTOR_EDNRA
SEPANTRONIUM BROMIDE,drug_sample,PUTATIVE_TARGET,BIRC5,BIRC5,rawtok_BIRC5
SEPANTRONIUM BROMIDE,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS REGULATION,rawtok_APOPTOSIS_REGULATION
NSC-207895,drug_sample,PUTATIVE_TARGET,MDM4,MDM4,rawtok_MDM4
NSC-207895,drug_sample,PATHWAY_NAME,p53 pathway,P53 PATHWAY,rawtok_P53_PATHWAY
VNLG/124,drug_sample,PUTATIVE_TARGET,HDAC,HDAC,rawtok_HDAC
VNLG/124,drug_sample,PUTATIVE_TARGET,RAR,RAR,rawtok_RAR
VNLG/124,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN HISTONE ACETYLATION,rawtok_CHROMATIN_HISTONE_ACETYLATION
AR-42,drug_sample,PUTATIVE_TARGET,HDAC1,HDAC1,rawtok_HDAC1
AR-42,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN HISTONE ACETYLATION,rawtok_CHROMATIN_HISTONE_ACETYLATION
CUDC-101,drug_sample,PUTATIVE_TARGET,EGFR,EGFR,rawtok_EGFR
CUDC-101,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB2,rawtok_ERBB2
CUDC-101,drug_sample,PUTATIVE_TARGET,HDAC1-10,HDAC1-10,rawtok_HDAC1_10
BELINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC1,HDAC1,rawtok_HDAC1
